CheckedEST,Link,Date,D_Alcona,D_Alger,D_Allegan,D_Alpena,D_Antrim,D_Arenac,D_Baraga,D_Barry,D_Bay,D_Benzie,D_Berrien,D_Branch,D_Calhoun,D_Cass,D_Charlevoix,D_Cheboygan,D_Chippewa,D_Clare,D_Clinton,D_Crawford,D_Delta,D_Dickinson,D_Eaton,D_Emmet,D_Genesee,D_Gladwin,D_Gogebic,D_GrandTraverse,D_Gratiot,D_Hillsdale,D_Houghton,D_Huron,D_Ingham,D_Ionia,D_Iosco,D_Iron,D_Isabella,D_Jackson,D_Kalamazoo,D_Kalkaska,D_Kent,D_Keweenaw,D_Lake,D_Lapeer,D_Leelanau,D_Lenawee,D_Livingston,D_Luce,D_Mackinac,D_Macomb,D_Manistee,D_Marquette,D_Mason,D_Mecosta,D_Menominee,D_Midland,D_Missaukee,D_Monroe,D_Montcalm,D_Montmorency,D_Muskegon,D_Newaygo,D_Oakland,D_Oceana,D_Ogemaw,D_Ontonagon,D_Osceola,D_Oscoda,D_Otsego,D_Ottawa,D_PresqueIsle,D_Roscommon,D_Sagniaw,D_Sanilac,D_Schoolcraft,D_Shiawassee,D_StClair,D_StJoseph,D_Tuscola,D_VanBuren,D_Washtenaw,D_Wayne,D_Wexford,D_MDOC,D_FCI,D_OutState,D_NR,D_TOTAL,D_Detroit,D_Probable,D_Notes,D_Male,D_Female,D_SexNR,D_0_9,D_10_19,D_0_19,D_20_29,D_30_39,D_40_49,D_50_59,D_60_69,D_70_79,D_80_plus,D_AgeNR,D_AgeMin,D_AgeMax,D_AgeAvg,D_AgeMed,D_Native,D_Asian,D_Black,D_White,D_Many,D_Other,D_RaceNR,D_Hispanic,D_NonHispanic,D_HispanicNR,D_Arab,D_NonArab,D_ArabNR
2021-08-25 20:18,"https://web.archive.org/web/20210826001849/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-08-25,31,3,141,64,27,29,40,67,347,37,281,95,308,73,26,48,29,87,89,14,76,59,202,43,926,57,24,87,118,94,36,77,395,78,72,43,97,295,369,29,812,1,16,206,20,170,189,4,3,2393,22,64,38,37,42,97,21,246,114,19,368,68,2362,58,43,21,31,29,36,396,33,53,616,119,4,109,436,98,164,124,300,4953,44,152,5,12,,20161,2340,1285,"Note on deaths (08/25/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 10 additional deaths identified by this methodology.   
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",10850,9307,,,,15,106,231,609,1642,3571,5435,8548,,,,,,224,226,4391,13701,295,537,787,3%,86%,11%,2%,54%,44%
2021-08-27 18:17,"https://web.archive.org/web/20210828051207/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-08-27,31,3,141,64,28,29,40,68,348,37,282,97,309,73,26,50,29,87,89,14,76,59,202,44,929,58,24,87,118,95,36,78,397,78,72,43,97,297,372,29,819,1,16,207,20,171,189,4,3,2402,22,64,38,37,42,97,21,247,115,19,368,68,2368,58,43,21,31,29,36,397,33,53,616,119,4,109,437,98,164,125,301,4969,44,152,5,12,,20230,2347,1290,"Note on deaths (08/27/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 42 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",10885,9341,,,,15,108,233,616,1651,3578,5453,8572,,,,,,226,228,4408,13784,296,540,748,3%,86%,10%,2%,54%,44%
2021-08-31 08:55,"https://web.archive.org/web/20210831125526/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-08-30,31,3,141,64,27,30,40,68,348,37,283,97,309,73,26,50,29,87,89,14,76,59,202,44,930,58,24,88,118,95,36,79,400,78,72,43,97,296,372,29,821,1,16,207,20,171,190,4,3,2405,22,64,38,37,42,98,21,249,115,19,368,68,2369,58,43,21,31,29,36,399,33,53,616,119,4,110,437,98,164,125,301,4975,44,152,5,13,,20256,2350,1291,"Note on deaths (08/30/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 6 additional deaths identified by this methodology.  
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",10900,9352,,,,16,108,233,618,1654,3583,5460,8580,,,,,,226,229,4413,13804,297,540,747,3%,86%,10%,2%,54%,44%
2021-08-31 09:55,"https://web.archive.org/web/20210902135533/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-01,31,3,142,64,27,31,40,68,349,37,283,98,309,74,26,50,29,87,89,14,76,59,202,44,932,58,24,89,118,96,37,79,401,79,72,43,97,297,375,30,821,1,16,208,20,171,190,4,3,2407,22,65,38,37,42,99,21,251,115,19,368,68,2376,59,44,21,31,29,36,400,33,53,616,120,4,110,439,98,164,127,302,4994,45,152,5,13,,20316,2361,1300,"Note on deaths (09/01/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 36 additional deaths identified by this methodology.   
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",10940,9372,,,,15,110,239,620,1665,3595,5477,8591,,,,,,228,233,4445,13920,298,541,651,3%,87%,10%,2%,54%,44%
2021-09-05 15:29,"https://web.archive.org/web/20210905192947/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-03,32,3,143,64,27,31,40,68,350,37,283,98,309,74,27,50,29,88,89,14,76,59,203,44,937,58,24,90,119,97,37,79,401,79,72,43,97,297,374,31,824,1,16,210,20,171,192,4,4,2409,22,65,38,38,42,100,21,251,116,20,369,69,2380,59,44,21,31,29,37,400,34,53,617,119,4,111,441,98,166,128,302,5002,45,152,5,14,,20367,2366,1305,"Note on deaths (09/03/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 28 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",10968,9395,,,,15,111,240,623,1677,3603,5487,8607,,,,,,228,235,4456,13975,302,545,626,3%,87%,10%,2%,54%,44%
2021-09-08 09:16,"https://web.archive.org/web/20210908131619/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-07,32,3,143,64,27,31,40,68,350,37,283,98,309,74,27,50,29,88,89,14,76,60,204,44,939,58,24,90,119,97,37,79,404,79,72,43,97,297,374,31,825,1,16,212,20,171,193,4,4,2411,22,65,38,38,42,100,21,251,116,20,369,69,2383,59,44,21,31,29,37,401,34,55,617,119,4,111,442,98,166,130,301,5009,46,152,5,14,,20396,2367,1308,"Note on deaths (09/07/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 10 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",10993,9399,,,,15,111,240,625,1679,3609,5499,8614,,,,,,230,239,4465,14025,303,545,589,3%,87%,10%,2%,54%,44%
2021-09-09 08:45,"https://web.archive.org/web/20210909124532/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-08,32,3,143,64,27,31,41,68,350,37,283,99,310,74,27,50,30,88,90,14,76,60,206,44,940,58,24,90,119,98,37,79,406,79,72,43,98,297,378,31,828,1,16,213,20,172,195,4,4,2412,23,65,39,38,42,102,21,252,117,20,370,69,2384,59,44,21,31,29,37,402,34,55,619,119,4,111,442,98,166,131,302,5023,46,152,5,14,,20447,2372,1311,"Note on deaths (09/08/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 27 additional deaths identified by this methodology.   
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",11026,9417,,,,15,112,245,629,1686,3616,5512,8628,,,,,,231,242,4484,14116,303,547,524,3%,87%,9%,2%,54%,44%
2021-09-13 08:44,"https://web.archive.org/web/20210913124423/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-10,32,3,143,65,27,31,41,68,351,37,284,100,313,74,27,51,30,88,90,14,76,60,208,44,944,58,24,90,119,98,37,80,409,80,74,43,98,298,380,31,833,1,16,213,20,173,196,4,4,2420,24,66,40,38,43,102,21,252,117,20,372,69,2397,59,44,21,31,29,38,404,34,55,622,119,4,112,442,98,167,133,302,5015,46,152,5,13,,20506,2360,1315,"Note on deaths (09/10/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 44 deaths identified by this methodology.  
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",11056,9446,,,,15,112,247,630,1689,3630,5524,8655,,,,,,231,244,4479,14189,303,547,513,3%,88%,9%,2%,54%,44%
2021-09-15 08:45,"https://web.archive.org/web/20210915134500/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-13,32,3,144,65,27,31,41,68,351,37,284,100,314,74,28,51,30,88,90,15,77,60,208,44,944,58,24,90,119,99,37,80,413,80,75,43,98,298,380,31,836,1,16,214,21,173,196,4,4,2424,24,66,40,38,43,103,21,252,117,20,372,69,2397,59,44,21,31,29,38,406,34,55,622,119,4,112,444,98,168,134,302,5017,46,152,5,13,,20535,2361,1319,"Note on deaths (09/13/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 9 additional deaths identified by this methodology.  
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",11076,9455,,,,15,113,247,634,1693,3638,5527,8664,,,,,,232,245,4490,14223,303,549,493,3%,88%,9%,2%,54%,44%
2021-09-15 15:10,"https://web.archive.org/web/20210915191017/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-15,32,3,144,65,27,31,41,68,351,37,287,101,314,77,28,52,30,88,90,15,79,60,208,44,945,58,24,91,119,100,38,80,416,81,75,43,98,299,383,29,838,1,16,217,21,175,196,4,4,2429,25,66,40,38,43,103,21,252,118,20,373,68,2402,60,44,21,32,29,38,406,34,55,626,119,4,113,448,99,168,134,302,5028,46,152,5,13,,20597,2362,1323,"Note on deaths (09/15/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 41 additional deaths identified by this methodology.  
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",11107,9486,,,,16,115,248,636,1695,3653,5546,8683,,,,,,232,244,4503,14290,303,554,471,3%,88%,9%,2%,54%,44%
2021-09-20 09:13,"https://web.archive.org/web/20210920131314/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-17,32,3,144,65,27,31,41,69,351,37,288,101,314,77,29,52,30,88,91,15,79,60,210,44,946,58,24,93,119,102,38,80,419,81,76,43,98,302,386,29,841,3,16,218,21,175,198,4,4,2436,25,67,41,38,43,103,21,254,118,20,376,68,2409,60,44,21,32,29,38,409,34,55,626,119,4,114,450,100,168,134,302,5039,46,152,5,13,,20665,2366,1332,"Note on deaths (09/17/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 36 deaths identified by this methodology.  
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",11149,9512,,,,16,117,249,639,1704,3671,5562,8702,,,,,,232,244,4510,14349,303,557,470,3%,88%,9%,2%,54%,44%
2021-09-20 16:01,"https://web.archive.org/web/20210920200103/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-20,33,3,144,65,28,31,41,69,351,37,288,101,315,77,29,52,30,89,91,15,80,60,212,45,946,61,24,93,119,102,38,80,419,81,76,43,98,303,386,29,842,3,16,218,21,176,199,4,4,2438,26,67,41,38,44,105,22,255,118,20,376,68,2411,60,44,21,32,29,38,412,34,56,626,119,4,114,453,100,168,134,302,5042,46,152,5,13,,20700,2368,1334,"Note on deaths (09/20/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 9 additional deaths identified by this methodology.  
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",11170,9526,,,,16,117,250,641,1708,3684,5568,8711,,,,,,233,245,4517,14420,304,557,424,3%,88%,9%,2%,54%,44%
2021-09-22 08:30,"https://web.archive.org/web/20210923123055/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-22,34,3,146,66,28,31,41,70,351,37,291,102,316,77,29,52,30,90,92,15,80,60,214,45,949,62,23,93,119,104,38,81,419,82,77,43,99,304,384,29,848,3,17,219,21,176,200,4,5,2444,27,68,41,38,44,107,22,256,117,21,382,68,2418,60,44,21,32,29,39,414,34,56,629,119,4,116,451,102,168,134,304,5055,46,152,5,14,,20780,2373,1346,"Note on deaths (09/22/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 52 additional deaths identified by this methodology. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",11212,9565,,,,16,116,252,649,1715,3701,5594,8733,,,,,,236,247,4529,14479,305,558,427,3%,88%,9%,2%,54%,44%
2021-09-27 09:07,"https://web.archive.org/web/20210927130727/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-09-24,34,3,148,66,28,31,41,70,352,37,292,104,316,76,29,53,30,91,95,15,80,60,215,45,953,62,23,93,119,104,39,81,421,82,78,43,99,307,387,29,849,3,17,220,21,177,200,4,5,2453,27,68,41,38,44,111,22,257,118,22,381,68,2431,60,44,21,34,29,39,416,34,56,629,120,4,116,455,104,170,134,306,5066,46,152,5,15,,20863,2376,1351,"Note on deaths (09/24/2021): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today's data includes 56 deaths identified by this methodology.  
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. COVID case and testing data will be posted three times a week on Mondays, Wednesdays and Fridays.  
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",11256,9603,,,,17,116,252,650,1721,3719,5618,8766,,,,,,236,248,4538,14544,306,560,431,3%,88%,9%,2%,54%,44%
