CheckedEST,Link,Date,C_Alcona,C_Alger,C_Allegan,C_Alpena,C_Antrim,C_Arenac,C_Baraga,C_Barry,C_Bay,C_Benzie,C_Berrien,C_Branch,C_Calhoun,C_Cass,C_Charlevoix,C_Cheboygan,C_Chippewa,C_Clare,C_Clinton,C_Crawford,C_Delta,C_Dickinson,C_Eaton,C_Emmet,C_Genesee,C_Gladwin,C_Gogebic,C_GrandTraverse,C_Gratiot,C_Hillsdale,C_Houghton,C_Huron,C_Ingham,C_Ionia,C_Iosco,C_Iron,C_Isabella,C_Jackson,C_Kalamazoo,C_Kalkaska,C_Kent,C_Keweenaw,C_Lake,C_Lapeer,C_Leelanau,C_Lenawee,C_Livingston,C_Luce,C_Mackinac,C_Macomb,C_Manistee,C_Marquette,C_Mason,C_Mecosta,C_Menominee,C_Midland,C_Missaukee,C_Monroe,C_Montcalm,C_Montmorency,C_Muskegon,C_Newaygo,C_Oakland,C_Oceana,C_Ogemaw,C_Ontonagon,C_Osceola,C_Oscoda,C_Otsego,C_Ottawa,C_PresqueIsle,C_Roscommon,C_Saginaw,C_Sanilac,C_Schoolcraft,C_Shiawassee,C_StClair,C_StJoseph,C_Tuscola,C_VanBuren,C_Washtenaw,C_Wayne,C_Wexford,C_MDOC,C_FCI,C_OutState,C_NR,C_TOTAL,C_Detroit,C_Probable,C_Notes,C_Male,C_Female,C_SexNR,C_0_9,C_10_19,C_0_19,C_20_29,C_30_39,C_40_49,C_50_59,C_60_69,C_70_79,C_80_plus,C_AgeNR,C_Native,C_Asian,C_Black,C_White,C_Many,C_Other,C_RaceNR,C_Hispanic,C_NonHispanic,C_HispanicNR,C_Arab,C_NonArab,C_ArabNR
2021-01-29 16:04,"https://web.archive.org/web/20210129220432/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-01-29,336,272,6211,1196,703,626,486,3229,6792,740,10024,3313,7780,3382,799,702,691,1299,4219,522,2614,2096,5329,1188,20804,1195,845,3508,2387,2878,1986,1534,14340,3879,1103,850,3420,8660,12524,511,46389,105,329,4036,704,5449,8698,130,277,52798,705,3399,1084,1766,1591,4157,541,8198,3124,294,10052,2508,61487,1742,919,326,857,308,937,20009,543,957,13439,1701,226,3369,7055,3934,2677,4454,15204,90105,1212,22980,298,1835,2,557883,28630,50744,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",270109,284601,3173,15506,52092,,105246,84049,81105,86666,66227,38973,27582,437,2815,8708,64992,320939,22501,31669,106259,6%,70%,25%,3%,51%,46%
2021-01-31 17:22,"https://web.archive.org/web/20210131222213/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-01-30,336,272,6229,1196,705,629,487,3238,6813,741,10063,3323,7801,3399,803,706,695,1303,4238,525,2615,2095,5349,1193,20847,1195,849,3522,2390,2879,1991,1543,14378,3886,1104,851,3426,8700,12538,517,46491,105,329,4042,704,5480,8722,130,277,52898,708,3401,1093,1775,1592,4161,546,8231,3130,294,10069,2520,61621,1742,922,331,858,309,938,20069,548,958,13460,1708,226,3385,7067,3960,2687,4478,15307,90302,1222,22992,298,1784,1,559241,28688,50897,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",270761,285290,3190,15559,52294,,105510,84222,81275,86869,66370,39061,27641,440,2820,8746,65148,321931,22572,31751,106273,6%,70%,25%,3%,51%,46%
2021-02-01 20:24,"https://web.archive.org/web/20210202012459/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-01,339,272,6254,1204,707,630,487,3248,6841,741,10112,3333,7838,3406,803,710,697,1336,4252,531,2615,2096,5369,1199,20895,1208,856,3545,2401,2892,1995,1552,14480,3905,1105,852,3436,8739,12583,520,46661,105,329,4054,704,5523,8771,130,278,53052,716,3407,1100,1780,1592,4207,550,8264,3137,294,10098,2523,61856,1744,925,335,865,310,943,20117,552,962,13515,1718,226,3397,7093,3977,2702,4491,15437,90570,1238,23082,308,1685,,561307,28779,51403,"Note on cases (02/01/21): Today’s daily case count represents new referrals of confirmed cases to the MDSS since Saturday, January 30th.  Over the two days, Sunday and Monday, the average number of new confirmed cases is 1,033 per day. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",271833,286302,3172,15635,52601,,105893,84531,81562,87172,66579,39186,27708,440,2831,8789,65372,323373,22630,31889,106423,6%,70%,24%,3%,51%,46%
2021-02-02 16:30,"https://web.archive.org/web/20210202203039/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-02,339,272,6268,1202,712,633,487,3259,6847,742,10139,3339,7860,3418,808,713,701,1341,4264,531,2615,2098,5394,1200,20922,1209,855,3547,2406,2894,1998,1553,14511,3911,1109,854,3441,8766,12627,520,46745,105,329,4065,706,5545,8798,130,278,53147,718,3407,1104,1782,1593,4216,553,8283,3140,295,10113,2533,62001,1744,926,335,866,310,943,20159,552,963,13546,1721,227,3406,7100,4001,2703,4507,15536,90738,1243,23084,308,1701,,562510,28830,51633,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",272427,286920,3163,15696,52772,,106114,84697,81727,87352,66694,39255,27761,442,2845,8823,65518,324405,22702,31938,106279,6%,70%,24%,3%,51%,46%
2021-02-03 17:49,"https://web.archive.org/web/20210203224906/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-03,339,274,6287,1204,713,637,491,3269,6864,744,10183,3342,7881,3430,807,713,704,1345,4276,532,2617,2100,5413,1206,20945,1212,866,3567,2410,2901,2002,1563,14583,3954,1110,856,3449,8801,12656,523,46868,105,330,4089,707,5577,8830,130,278,53228,719,3412,1107,1796,1595,4233,553,8308,3149,295,10130,2544,62126,1745,926,337,871,310,946,20229,553,965,13577,1723,228,3420,7116,4014,2704,4527,15611,90884,1250,23132,308,1638,1,563893,28871,51967,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",273163,287567,3163,15750,53012,,106395,84897,81912,87525,66816,39326,27818,442,2852,8847,65697,325362,22729,32028,106378,6%,70%,24%,3%,51%,46%
2021-02-04 16:43,"https://web.archive.org/web/20210204214358/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-04,340,274,6302,1208,716,642,491,3277,6873,751,10209,3348,7913,3441,812,715,703,1349,4282,533,2621,2104,5420,1206,20987,1217,868,3579,2414,2914,2008,1565,14638,3930,1110,856,3453,8824,12685,524,46965,105,330,4102,708,5591,8872,130,278,53336,726,3416,1115,1805,1597,4245,561,8321,3151,296,10151,2544,62247,1745,929,343,875,312,949,20284,554,970,13604,1725,228,3423,7124,4019,2709,4532,15732,91109,1258,23189,308,1633,3,565251,28943,52494,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",273855,288229,3167,15816,53228,,106661,85102,82064,87699,66964,39403,27873,441,2858,8880,65855,326340,22779,32103,106436,6%,70%,24%,3%,51%,46%
2021-02-05 16:26,"https://web.archive.org/web/20210205212644/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-05,342,275,6325,1212,718,647,492,3285,6884,754,10231,3356,7941,3449,812,719,703,1355,4292,534,2622,2108,5438,1211,21028,1218,872,3593,2418,2928,2011,1565,14723,3940,1110,857,3457,8861,12716,528,47060,104,332,4111,715,5625,8891,131,278,53435,728,3420,1120,1809,1598,4249,565,8335,3153,297,10163,2551,62355,1749,929,344,875,313,953,20335,557,972,13643,1728,229,3436,7133,4028,2721,4547,15808,91291,1259,23275,308,1642,,566630,29006,52869,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",274601,288853,3176,15867,53434,,106927,85300,82247,87888,67106,39479,27938,444,2873,8911,66056,327291,22826,32186,106487,6%,70%,24%,3%,51%,46%
2021-02-07 15:38,"https://web.archive.org/web/20210207204859/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-06,342,275,6340,1213,724,649,493,3294,6898,756,10263,3363,7965,3455,813,719,706,1356,4297,534,2622,2113,5441,1210,21051,1219,873,3603,2419,2932,2010,1569,14765,3947,1110,858,3460,8888,12742,528,47152,104,333,4127,718,5640,8907,131,278,53506,733,3421,1120,1814,1598,4252,567,8341,3158,297,10172,2551,62442,1750,930,345,877,313,955,20370,559,974,13674,1737,229,3440,7147,4037,2723,4560,15886,91478,1260,23280,308,1638,1,567648,29070,53037,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",275118,289348,3182,15922,53615,,107132,85435,82363,88016,67206,39541,27976,442,2880,8924,66197,327986,22874,32231,106556,6%,70%,24%,3%,51%,46%
2021-02-08 16:53,"https://web.archive.org/web/20210208215317/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-08,343,275,6355,1214,727,653,493,3296,6919,759,10301,3372,7992,3464,813,720,706,1362,4316,535,2624,2113,5460,1212,21104,1221,876,3616,2423,2942,2014,1572,14855,3954,1113,859,3472,8895,12774,530,47258,104,334,4139,719,5681,8956,131,278,53633,754,3423,1120,1826,1600,4277,575,8374,3163,298,10187,2553,62626,1753,932,348,881,315,955,20416,561,982,13744,1741,229,3457,7161,4042,2732,4571,15986,91816,1265,23351,309,1617,,569417,29203,53396,"Note on cases (02/08/21): Today’s daily case count represents new referrals of confirmed cases to the MDSS since Saturday, February 6th.  Over the two days, Sunday and Monday, the average number of new confirmed cases is ~884 per day. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",275961,290263,3193,15988,53942,,107488,85680,82591,88245,67393,39626,28023,441,2893,8958,66429,329032,22938,32315,106852,6%,70%,24%,3%,51%,46%
2021-02-09 21:19,"https://web.archive.org/web/20210210021904/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-09,345,275,6361,1217,730,653,495,3299,6917,759,10319,3373,8010,3470,813,723,706,1365,4322,536,2626,2114,5467,1217,21110,1223,878,3629,2422,2951,2017,1574,14879,3968,1113,860,3474,8908,12791,531,47311,104,335,4147,718,5669,8975,132,278,53659,735,3422,1119,1832,1601,4281,575,8372,3165,298,10196,2557,62712,1755,933,349,883,315,956,20441,563,981,13750,1747,229,3461,7168,4046,2735,4580,16058,91898,1268,23374,309,1548,,569980,29212,53751,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",276200,290592,3188,16013,54029,,107570,85774,82662,88327,67456,39656,28050,443,2896,8982,66555,329679,22984,32349,106535,6%,70%,24%,3%,51%,46%
2021-02-10 15:55,"https://web.archive.org/web/20210210205522/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-10,345,275,6369,1219,728,653,497,3305,6932,762,10341,3376,8031,3482,816,723,707,1368,4333,537,2629,2116,5476,1223,21135,1226,889,3643,2424,2959,2024,1581,14928,3982,1114,861,3480,8921,12804,530,47415,104,336,4164,719,5690,8992,132,278,53743,738,3425,1122,1839,1602,4287,576,8387,3174,299,10221,2571,62801,1757,937,351,884,316,956,20484,564,983,13750,1755,229,3475,7174,4051,2743,4591,16108,92021,1271,23405,309,1421,1,570895,29232,54075,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",276691,291008,3196,16063,54189,,107698,85906,82785,88433,67564,39720,28091,446,2911,9008,66683,330452,23023,32389,106429,6%,70%,24%,3%,52%,46%
2021-02-11 16:38,"https://web.archive.org/web/20210211213835/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-11,345,275,6389,1218,732,654,497,3313,6943,764,10356,3381,8051,3483,815,726,707,1371,4342,537,2630,2116,5489,1221,21163,1229,892,3654,2425,2965,2028,1587,14977,3989,1115,862,3486,8932,12830,533,47555,112,336,4174,720,5708,9008,132,279,53841,742,3432,1123,1848,1606,4296,578,8422,3178,299,10241,2575,62915,1762,937,352,886,316,957,20540,565,985,13789,1762,229,3488,7183,4058,2752,4603,16204,92179,1280,23475,309,1424,2,572179,29288,54298,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",277357,291621,3201,16119,54383,,107960,86084,82965,88600,67697,37986,28140,445,2923,9043,66885,331340,23072,32461,106455,6%,70%,24%,3%,52%,45%
2021-02-12 15:57,"https://web.archive.org/web/20210212205747/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-12,348,275,6403,1221,735,656,499,3322,6956,766,10382,3385,8075,3488,817,728,707,1374,4352,538,2631,2118,5504,1230,21193,1230,897,3667,2428,2977,2035,1592,15025,4014,1113,863,3495,8947,12862,536,47655,110,336,4182,721,5729,9031,132,279,53907,742,3437,1127,1856,1606,4304,586,8430,3186,298,10254,2580,63010,1764,937,353,889,317,958,20582,564,987,13809,1773,229,3493,7193,4063,2761,4610,16321,92317,1296,23538,309,1425,2,573372,29336,54640,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",277954,292218,3200,16166,54592,,108211,86229,83125,88751,67813,39856,28182,447,2930,9083,67045,332159,23123,32541,106491,6%,70%,24%,3%,52%,45%
2021-02-15 11:31,"https://web.archive.org/web/20210215153111/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-13,349,276,6414,1222,736,657,501,3327,6965,766,10396,3389,8087,3492,818,731,707,1374,4356,540,2632,2118,5516,1230,21212,1231,902,3670,2428,2986,2041,1593,15057,4009,1115,863,3505,8965,12877,537,47739,109,336,4191,720,5747,9046,132,279,53966,742,3436,1127,1863,1606,4306,586,8431,3193,299,10262,2587,63076,1766,937,354,890,317,960,20619,566,988,13822,1779,229,3504,7207,4070,2759,4618,16397,92453,1301,23587,309,1421,2,574224,29390,54732,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",278408,292605,3211,16210,54710,,108384,86369,83219,88865,67891,39915,28214,447,2934,9118,67180,332778,23182,32576,106456,6%,70%,24%,3%,52%,45%
2021-02-15 16:49,"https://web.archive.org/web/20210215214921/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-15,350,276,6431,1227,739,660,501,3330,6974,767,10422,3392,8097,3503,818,734,708,1375,4359,541,2639,2118,5524,1233,21247,1231,903,3675,2429,2993,2053,1600,15094,4018,1117,863,3512,8984,12891,538,47864,108,336,4203,720,5760,9075,132,279,54051,745,3440,1128,1870,1606,4306,593,8454,3199,299,10275,2598,63203,1770,937,354,895,318,963,20683,568,991,13852,1783,229,3511,7217,4078,2769,4624,16485,92643,1309,23663,309,1427,1,575489,29459,54919,"Note on cases (02/15/21): Today’s daily case count represents new referrals of confirmed cases to the MDSS since Saturday, February 13th.  Over the two days, Sunday and Monday, the average number of new confirmed cases is ~632 per day. 
The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",279066,293206,3217,16259,54940,,108629,86543,83397,89032,68013,39973,28254,449,2938,9142,67350,333600,23216,32654,106589,6%,70%,24%,3%,52%,45%
2021-02-17 10:23,"https://web.archive.org/web/20210217152352/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-16,351,276,6440,1227,739,660,501,3337,6980,769,10441,3396,8119,3506,820,739,709,1378,4363,543,2639,2119,5530,1236,21266,1232,906,3680,2430,2995,2064,1601,15145,4022,1119,863,3518,9001,12915,538,47933,108,337,4212,720,5777,9088,132,280,54087,743,3439,1128,1874,1607,4311,595,8460,3206,300,10286,2609,63267,1770,940,356,895,319,963,20744,568,992,13858,1788,229,3513,7225,4080,2778,4633,16514,92765,1316,23667,309,1429,1,576264,29498,55286,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",279437,293610,3217,16305,55046,,108771,86651,83492,89151,68097,40026,28278,447,2944,9155,67478,334201,23244,32685,106557,6%,70%,24%,3%,52%,45%
2021-02-17 16:01,"https://web.archive.org/web/20210217210116/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-17,352,276,6449,1228,738,660,501,3346,6993,770,10470,3397,8135,3519,822,741,709,1382,4368,544,2639,2119,5541,1236,21285,1232,910,3692,2430,2999,2068,1601,15172,4035,1119,864,3523,9016,12938,539,48022,108,337,4225,721,5788,9102,132,280,54186,743,3440,1129,1878,1608,4314,595,8471,3209,300,10293,2616,63391,1773,941,356,895,320,962,20762,569,994,13879,1790,229,3517,7236,4083,2782,4636,16559,92894,1318,23727,309,1426,,577203,29534,55569,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",279934,294048,3221,16335,55190,,108987,86786,83627,89273,68180,40062,28315,448,2950,9182,67625,334836,23289,32717,106604,6%,70%,24%,3%,52%,45%
2021-02-18 16:50,"https://web.archive.org/web/20210218215021/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-18,352,277,6458,1228,738,660,503,3356,6996,770,10481,3400,8149,3525,822,746,713,1383,4379,544,2639,2119,5556,1239,21314,1231,910,3699,2434,3004,2073,1604,15208,4048,1120,864,3526,9029,12958,539,48093,109,337,4242,723,5801,9110,132,281,54242,744,3441,1129,1885,1608,4316,596,8471,3211,301,10304,2621,63503,1773,943,356,896,320,962,20791,571,995,13895,1795,229,3531,7244,4094,2782,4646,16622,93024,1318,23773,309,1428,,578091,29566,55882,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",280370,294498,3223,16372,55325,,109163,86905,83770,89388,68263,40116,28340,449,2966,9206,67744,335547,23325,32750,106553,6%,70%,24%,3%,52%,45%
2021-02-19 15:23,"https://web.archive.org/web/20210219202311/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2021-02-19,352,277,6464,1231,739,661,503,3364,7010,773,10503,3403,8170,3534,823,746,714,1382,4386,545,2640,2122,5583,1243,21352,1236,910,3712,2434,3011,2081,1608,15246,4055,1123,864,3537,9045,13004,539,48181,109,337,4255,724,5816,9130,132,282,54348,743,3442,1132,1891,1612,4325,599,8486,3215,302,10313,2637,63631,1774,944,357,896,321,964,20821,572,996,13915,1805,229,3538,7255,4108,2786,4657,16714,93200,1324,23808,309,1423,1,579284,29618,56162,"The State of Michigan is working around the clock to test and treat COVID-19 patients. Below is the most recent data healthcare experts across the state have compiled. It is updated Monday - Saturday. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",280960,295096,3228,16433,55522,,109401,87085,83937,89561,68374,40159,28364,448,2974,9234,67884,336240,23366,32851,106735,6%,71%,24%,3%,52%,45%
